SubjectID,StimulusType,response,RT
4,1,1,558
4,1,1,370
4,1,1,339
4,1,1,373
4,1,1,410
4,0,0,0
4,1,1,491
4,0,0,0
4,1,1,507
4,0,0,0
4,1,1,390
4,1,1,322
4,1,1,375
4,1,1,338
4,1,1,474
4,1,1,322
4,1,1,442
4,1,1,422
4,1,1,526
4,1,1,358
4,1,1,404
4,1,1,357
4,1,1,339
4,1,1,405
4,1,1,439
4,1,1,368
4,1,1,320
4,0,0,0
4,0,0,0
4,1,1,424
4,1,1,341
4,0,1,271
4,0,0,0
4,0,0,0
4,1,1,424
4,0,0,0
4,1,1,405
4,0,0,0
4,1,1,373
4,1,1,899
4,1,1,389
4,1,1,408
4,1,1,404
4,0,0,0
4,1,1,489
4,1,1,423
4,0,0,0
4,1,1,356
4,1,1,307
4,1,1,254
4,1,1,287
4,1,1,305
4,1,1,339
4,0,0,0
4,1,1,305
4,1,1,306
4,1,1,304
4,1,1,306
4,0,1,474
4,1,1,337
4,1,1,291
4,1,1,305
4,1,1,356
4,1,1,322
4,1,1,558
4,1,1,391
4,1,1,372
4,1,1,356
4,1,1,340
4,1,1,355
4,1,1,357
4,0,0,0
4,1,1,287
4,1,1,238
4,1,1,322
4,1,1,320
4,1,1,252
4,1,1,302
4,0,0,0
4,1,1,340
4,1,1,372
4,0,0,0
4,1,1,474
4,1,1,322
4,1,1,305
4,1,1,289
4,0,0,0
4,0,0,0
4,1,1,440
4,1,1,438
4,1,1,439
4,0,0,0
4,1,1,271
4,1,1,271
4,1,1,271
4,1,1,288
4,1,1,441
4,1,1,677
4,1,1,492
4,1,1,324
