SubjectID,StimulusType,response,RT
5,1,1,475
5,1,1,337
5,0,0,0
5,1,1,356
5,1,1,340
5,1,1,319
5,1,1,338
5,0,0,0
5,0,1,302
5,1,1,374
5,1,1,322
5,1,1,320
5,1,1,323
5,1,1,305
5,1,1,305
5,1,1,304
5,1,1,318
5,1,1,307
5,1,1,339
5,1,1,323
5,1,1,405
5,1,1,354
5,1,1,236
5,1,1,389
5,0,0,0
5,1,1,511
5,1,1,371
5,1,1,390
5,1,1,323
5,1,1,426
5,1,1,372
5,1,1,358
5,1,1,539
5,1,1,492
5,1,1,304
5,1,1,290
5,0,0,0
5,0,0,0
5,1,1,337
5,1,1,348
5,1,1,333
5,1,1,335
5,1,1,321
5,0,0,0
5,1,1,538
5,1,1,589
5,1,1,558
5,1,1,557
5,0,0,0
5,1,1,389
5,1,1,353
5,1,1,662
5,1,1,304
5,0,0,0
5,1,1,387
5,1,1,307
5,0,0,0
5,0,0,0
5,1,1,474
5,1,1,557
5,1,1,335
5,0,0,0
5,0,0,0
5,1,1,472
5,1,1,388
5,1,1,304
5,1,1,302
5,1,1,306
5,0,0,0
5,1,1,915
5,1,1,304
5,1,1,373
5,1,1,324
5,1,1,324
5,1,1,402
5,1,1,302
5,1,1,338
5,0,1,305
5,0,1,303
5,0,0,0
5,1,1,354
5,1,1,408
5,1,1,322
5,1,1,589
5,1,1,287
5,0,1,119
5,1,1,301
5,1,1,369
5,1,1,372
5,1,1,323
5,1,1,307
5,1,1,339
5,1,1,527
5,1,1,289
5,0,1,319
5,0,0,0
5,1,1,408
5,1,1,423
5,1,1,303
5,1,1,321
