SubjectID,StimulusType,response,RT
1,1,1,668
1,0,0,0
1,1,1,389
1,1,1,454
1,1,1,362
1,1,1,377
1,1,1,376
1,1,1,364
1,0,0,0
1,0,0,0
1,1,1,383
1,1,1,410
1,1,1,378
1,1,1,317
1,1,1,311
1,1,1,287
1,1,1,322
1,1,1,314
1,0,0,0
1,1,1,592
1,1,1,391
1,1,1,382
1,1,1,407
1,1,1,386
1,1,1,391
1,1,1,357
1,1,1,357
1,1,1,374
1,1,1,424
1,1,1,425
1,1,1,391
1,1,1,431
1,1,1,400
1,1,1,349
1,1,1,397
1,1,1,428
1,1,1,378
1,1,1,411
1,1,1,429
1,1,1,410
1,0,0,0
1,1,1,526
1,1,1,430
1,1,1,363
1,0,0,0
1,0,0,0
1,1,1,460
1,0,1,392
1,0,0,0
1,0,0,0
1,1,1,477
1,1,1,393
1,0,0,0
1,0,0,0
1,1,1,426
1,1,1,378
1,1,1,354
1,1,1,346
1,1,1,415
1,1,1,381
1,1,1,340
1,1,1,384
1,0,0,0
1,1,1,679
1,1,1,394
1,1,1,350
1,1,1,414
1,1,1,365
1,1,1,399
1,0,0,0
1,0,0,0
1,1,1,553
1,0,0,0
1,1,1,526
1,1,1,425
1,0,0,0
1,1,1,619
1,1,1,404
1,1,1,374
1,1,1,380
1,1,1,362
1,1,1,363
1,1,1,412
1,1,1,395
1,1,1,378
1,1,1,446
1,0,0,0
1,0,0,0
1,1,1,678
1,0,0,0
1,1,1,595
1,1,1,412
1,1,1,314
1,1,1,332
1,1,1,346
1,1,1,396
1,1,1,410
1,1,1,377
1,1,1,346
1,1,1,362
