SubjectID,StimulusType,response,RT
3,1,1,410
3,0,0,0
3,1,1,355
3,1,1,340
3,1,1,307
3,1,1,288
3,1,1,308
3,1,1,309
3,1,1,307
3,1,1,306
3,0,0,0
3,1,1,306
3,1,1,256
3,0,0,0
3,0,0,0
3,0,0,0
3,1,1,275
3,1,1,293
3,0,0,0
3,1,1,291
3,1,1,293
3,1,1,275
3,1,1,259
3,0,0,0
3,1,1,393
3,1,1,257
3,1,1,242
3,1,1,242
3,1,1,239
3,1,1,223
3,1,1,241
3,1,1,242
3,1,1,240
3,1,1,156
3,1,1,256
3,1,1,223
3,1,1,239
3,1,1,225
3,1,1,224
3,0,1,258
3,1,1,342
3,1,1,273
3,1,1,261
3,1,1,258
3,1,1,260
3,1,1,255
3,1,1,308
3,1,1,258
3,1,1,306
3,1,1,257
3,0,0,0
3,1,1,326
3,1,1,260
3,1,1,243
3,0,0,0
3,1,1,275
3,1,1,290
3,1,1,256
3,1,1,288
3,0,1,294
3,0,0,0
3,1,1,392
3,1,1,240
3,1,1,239
3,1,1,257
3,1,1,259
3,1,1,240
3,0,0,0
3,1,1,240
3,0,1,224
3,1,1,277
3,1,1,257
3,1,1,273
3,1,1,256
3,1,1,344
3,0,0,0
3,1,1,225
3,1,1,239
3,1,1,273
3,0,1,256
3,1,1,256
3,0,0,0
3,1,0,0
3,0,0,0
3,1,1,291
3,1,1,292
3,1,1,260
3,0,0,0
3,1,1,325
3,1,1,291
3,1,1,376
3,1,1,324
3,1,1,475
3,1,1,425
3,1,1,308
3,1,1,309
3,1,1,294
3,1,1,291
3,1,1,242
3,0,0,0
