SubjectID,StimulusType,response,RT
11002,1,1,346
11002,0,0,0
11002,1,1,296
11002,1,1,345
11002,1,1,295
11002,1,1,331
11002,1,1,361
11002,1,1,281
11002,0,0,0
11002,0,0,0
11002,1,1,315
11002,1,1,316
11002,1,1,361
11002,1,1,331
11002,1,1,313
11002,1,1,310
11002,1,1,295
11002,1,1,300
11002,1,1,429
11002,1,1,463
11002,1,1,312
11002,1,1,315
11002,0,1,332
11002,1,1,315
11002,1,1,315
11002,1,1,317
11002,1,1,334
11002,0,0,0
11002,1,1,364
11002,1,1,281
11002,1,1,265
11002,0,0,0
11002,0,0,0
11002,1,1,396
11002,1,1,314
11002,1,1,284
11002,0,0,0
11002,1,1,266
11002,1,1,332
11002,0,0,0
11002,1,1,288
11002,1,1,349
11002,1,1,314
11002,1,1,315
11002,1,1,296
11002,1,1,334
11002,1,1,315
11002,1,1,380
11002,1,1,297
11002,1,1,296
11002,1,1,297
11002,0,0,0
11002,1,1,314
11002,1,1,315
11002,1,1,332
11002,1,1,314
11002,1,1,319
11002,0,0,0
11002,1,1,414
11002,0,0,0
11002,1,1,297
11002,0,0,0
11002,0,0,0
11002,1,1,296
11002,1,1,313
11002,1,1,265
11002,1,1,264
11002,1,1,283
11002,1,1,264
11002,1,1,283
11002,0,0,0
11002,1,1,265
11002,1,1,297
11002,1,1,249
11002,1,1,249
11002,1,1,248
11002,1,1,246
11002,1,1,280
11002,1,1,264
11002,0,0,0
11002,1,1,295
11002,1,1,281
11002,0,0,0
11002,1,1,249
11002,0,0,0
11002,1,1,263
11002,1,1,249
11002,1,1,267
11002,1,1,267
11002,0,0,0
11002,1,1,351
11002,1,1,267
11002,1,1,329
11002,0,0,0
11002,1,1,314
11002,1,1,330
11002,1,1,299
11002,1,1,266
11002,1,1,250
11002,1,1,281
