SubjectID,StimulusType,response,RT
10005,1,1,343
10005,1,1,281
10005,1,1,280
10005,1,1,298
10005,1,1,297
10005,0,0,0
10005,1,1,265
10005,1,1,264
10005,0,0,0
10005,0,1,296
10005,0,0,0
10005,1,1,361
10005,1,1,279
10005,1,1,312
10005,1,1,313
10005,1,1,346
10005,1,1,280
10005,1,1,312
10005,1,1,344
10005,1,1,362
10005,1,1,332
10005,1,1,296
10005,1,1,312
10005,1,1,330
10005,1,1,311
10005,1,1,313
10005,1,1,328
10005,1,1,298
10005,1,1,300
10005,1,1,296
10005,0,1,295
10005,1,1,377
10005,1,1,348
10005,0,0,0
10005,1,1,346
10005,1,1,329
10005,1,1,313
10005,1,1,344
10005,1,1,280
10005,1,1,312
10005,0,0,0
10005,0,0,0
10005,1,1,346
10005,1,1,345
10005,1,1,329
10005,0,0,0
10005,0,0,0
10005,0,0,0
10005,1,1,297
10005,1,1,296
10005,0,0,0
10005,1,1,330
10005,1,1,346
10005,0,0,0
10005,1,1,329
10005,1,1,298
10005,1,1,296
10005,1,1,297
10005,1,1,313
10005,0,0,0
10005,1,1,297
10005,1,1,328
10005,1,1,296
10005,1,1,294
10005,1,1,299
10005,0,0,0
10005,1,1,281
10005,1,1,364
10005,1,1,313
10005,1,1,296
10005,1,1,299
10005,1,1,296
10005,1,1,280
10005,1,1,279
10005,1,1,261
10005,1,1,298
10005,1,1,298
10005,0,1,231
10005,1,1,280
10005,1,1,297
10005,0,0,0
10005,1,1,280
10005,0,0,0
10005,1,1,295
10005,1,1,313
10005,1,1,296
10005,1,1,332
10005,1,1,282
10005,1,1,279
10005,1,1,295
10005,1,1,329
10005,0,0,0
10005,1,1,277
10005,1,1,282
10005,1,1,294
10005,1,1,280
10005,0,0,0
10005,1,1,279
10005,1,1,295
10005,1,1,295
