SubjectID,StimulusType,response,RT
11001,1,1,591
11001,1,1,527
11001,1,1,331
11001,0,0,0
11001,1,1,363
11001,1,1,313
11001,1,1,331
11001,1,1,331
11001,1,1,313
11001,1,1,444
11001,1,1,378
11001,1,1,297
11001,1,1,297
11001,1,1,314
11001,1,1,248
11001,1,1,262
11001,0,0,0
11001,0,0,0
11001,0,0,0
11001,1,1,430
11001,1,1,313
11001,1,1,278
11001,1,1,281
11001,1,1,284
11001,1,1,313
11001,0,1,249
11001,0,0,0
11001,1,1,383
11001,0,0,0
11001,1,1,280
11001,0,0,0
11001,1,1,281
11001,1,1,296
11001,0,0,0
11001,1,1,279
11001,1,1,329
11001,1,1,267
11001,1,1,265
11001,1,1,281
11001,1,1,315
11001,1,1,282
11001,1,1,247
11001,1,1,281
11001,1,1,249
11001,1,1,264
11001,1,1,231
11001,1,1,332
11001,0,0,0
11001,1,1,263
11001,0,1,281
11001,1,1,282
11001,1,1,262
11001,1,1,328
11001,1,1,298
11001,0,0,0
11001,0,0,0
11001,1,1,296
11001,0,0,0
11001,1,1,281
11001,1,1,296
11001,1,1,316
11001,1,1,315
11001,1,1,314
11001,1,1,281
11001,1,1,331
11001,1,1,366
11001,1,1,295
11001,0,0,0
11001,1,1,365
11001,1,1,477
11001,1,1,267
11001,1,1,246
11001,0,1,219
11001,1,1,297
11001,1,1,281
11001,0,0,0
11001,1,1,279
11001,1,1,317
11001,1,1,315
11001,1,1,331
11001,1,1,281
11001,1,1,268
11001,1,1,264
11001,1,1,282
11001,1,1,252
11001,1,1,249
11001,1,1,263
11001,0,0,0
11001,1,1,213
11001,1,1,346
11001,1,1,281
11001,1,1,262
11001,1,1,284
11001,1,1,265
11001,1,1,282
11001,1,1,281
11001,0,0,0
11001,1,1,315
11001,1,1,265
11001,0,0,0
