SubjectID,StimulusType,response,RT
07002,1,1,944
07002,1,0,0
07002,1,1,543
07002,1,1,452
07002,1,1,358
07002,1,1,319
07002,1,1,339
07002,1,1,321
07002,1,1,337
07002,1,1,325
07002,1,1,337
07002,1,1,303
07002,1,1,307
07002,1,1,285
07002,1,1,285
07002,1,1,271
07002,0,1,270
07002,0,0,0
07002,0,0,0
07002,1,1,491
07002,1,1,574
07002,1,1,354
07002,0,0,0
07002,1,1,742
07002,1,1,474
07002,1,1,454
07002,1,0,0
07002,1,1,137
07002,0,1,319
07002,1,0,0
07002,0,0,0
07002,1,1,607
07002,1,1,409
07002,1,1,318
07002,1,1,285
07002,1,1,305
07002,0,1,272
07002,1,1,744
07002,1,1,357
07002,0,1,286
07002,0,0,0
07002,0,0,0
07002,0,0,0
07002,0,0,0
07002,0,0,0
07002,1,1,812
07002,1,1,338
07002,1,1,271
07002,1,1,273
07002,1,1,324
07002,1,1,258
07002,1,1,369
07002,0,1,255
07002,1,0,0
07002,1,1,562
07002,1,1,371
07002,1,1,288
07002,0,1,288
07002,1,0,0
07002,1,1,253
07002,1,1,289
07002,1,1,290
07002,1,1,273
07002,1,1,237
07002,1,1,306
07002,1,1,255
07002,1,1,274
07002,0,1,256
07002,1,0,0
07002,1,1,424
07002,1,1,321
07002,1,1,319
07002,1,1,320
07002,1,1,336
07002,1,1,273
07002,1,1,236
07002,1,1,272
07002,1,1,273
07002,1,1,257
07002,1,1,254
07002,1,1,275
07002,1,1,267
07002,1,1,254
07002,1,1,239
07002,1,1,286
07002,1,1,268
07002,1,1,402
07002,1,1,370
07002,0,0,0
07002,0,0,0
07002,1,0,0
07002,0,1,307
07002,1,0,0
07002,1,1,200
07002,0,1,256
07002,1,0,0
07002,1,1,253
07002,1,1,272
07002,1,1,290
07002,1,1,252
