SubjectID,StimulusType,response,RT
07001,0,0,0
07001,1,1,506
07001,1,1,428
07001,1,1,318
07001,1,1,401
07001,1,1,366
07001,0,0,0
07001,0,0,0
07001,1,1,401
07001,1,0,0
07001,1,1,316
07001,1,1,333
07001,1,1,320
07001,1,1,152
07001,1,1,384
07001,1,1,309
07001,1,1,300
07001,1,1,266
07001,1,1,121
07001,0,1,165
07001,1,1,518
07001,0,0,0
07001,1,1,339
07001,1,1,323
07001,1,1,416
07001,1,1,334
07001,1,1,273
07001,1,1,319
07001,1,1,288
07001,1,1,268
07001,1,1,315
07001,1,1,143
07001,1,1,215
07001,1,1,300
07001,0,1,52
07001,1,1,421
07001,1,1,350
07001,1,1,253
07001,1,1,100
07001,1,1,203
07001,1,1,302
07001,0,1,168
07001,1,1,496
07001,1,1,236
07001,1,1,300
07001,1,1,118
07001,1,1,183
07001,1,1,303
07001,0,1,189
07001,1,1,453
07001,1,1,373
07001,1,1,335
07001,1,1,329
07001,0,1,108
07001,1,1,452
07001,1,1,317
07001,1,1,116
07001,1,1,338
07001,1,1,267
07001,1,1,18
07001,1,1,185
07001,1,1,33
07001,1,1,34
07001,0,1,62
07001,1,1,333
07001,1,1,36
07001,1,1,217
07001,0,1,18
07001,1,1,435
07001,1,1,268
07001,1,1,87
07001,1,1,286
07001,1,1,322
07001,0,1,303
07001,0,1,433
07001,1,1,356
07001,1,1,305
07001,1,1,297
07001,0,1,267
07001,0,0,0
07001,0,0,0
07001,1,1,487
07001,1,1,385
07001,1,1,254
07001,1,1,303
07001,1,1,219
07001,0,1,147
07001,1,1,453
07001,1,1,192
07001,0,1,270
07001,0,0,0
07001,1,1,426
07001,1,1,320
07001,1,1,367
07001,1,1,318
07001,0,0,0
07001,1,1,349
07001,1,1,333
07001,1,1,307
07001,1,1,334
