SubjectID,StimulusType,response,RT
05003,1,1,475
05003,0,1,238
05003,1,1,288
05003,0,0,0
05003,0,0,0
05003,0,0,0
05003,1,1,337
05003,1,1,339
05003,1,1,289
05003,1,1,306
05003,1,1,287
05003,1,1,305
05003,1,1,322
05003,0,0,0
05003,1,1,254
05003,1,1,271
05003,1,1,272
05003,0,0,0
05003,1,1,271
05003,1,1,271
05003,1,1,271
05003,1,1,271
05003,1,1,304
05003,0,0,0
05003,1,1,306
05003,1,1,372
05003,1,1,524
05003,1,1,339
05003,1,1,304
05003,0,0,0
05003,1,1,305
05003,1,1,406
05003,1,1,355
05003,1,1,577
05003,1,1,340
05003,1,1,322
05003,1,1,322
05003,1,1,322
05003,1,1,303
05003,1,1,288
05003,1,1,355
05003,0,0,0
05003,1,1,305
05003,1,1,322
05003,1,1,372
05003,1,1,488
05003,1,1,389
05003,0,0,0
05003,1,1,439
05003,1,1,423
05003,1,1,542
05003,1,1,339
05003,1,1,490
05003,1,1,305
05003,0,1,51
05003,1,1,541
05003,1,1,764
05003,1,1,339
05003,1,1,355
05003,1,1,289
05003,1,1,307
05003,1,1,272
05003,1,1,288
05003,1,1,270
05003,1,1,272
05003,0,0,0
05003,1,1,270
05003,1,1,269
05003,0,0,0
05003,0,0,0
05003,1,1,356
05003,1,1,323
05003,1,1,289
05003,1,1,271
05003,1,1,288
05003,1,1,321
05003,1,1,289
05003,1,1,271
05003,1,1,288
05003,0,0,0
05003,1,1,288
05003,0,0,0
05003,1,1,218
05003,0,1,254
05003,0,0,0
05003,1,1,255
05003,0,0,0
05003,1,1,304
05003,1,1,288
05003,1,1,272
05003,0,0,0
05003,1,1,271
05003,1,1,287
05003,1,1,288
05003,1,1,254
05003,1,1,288
05003,1,1,289
05003,1,1,305
05003,1,1,305
05003,1,1,288
